 basin_huc basin__id basin_name encoded_feature-0 encoded_feature-1 encoded_feature-2 encoded_feature-3 encoded_feature-4 encoded_feature-5 encoded_feature-6 encoded_feature-7 encoded_feature-8 encoded_feature-9 encoded_feature-10 encoded_feature-11 encoded_feature-12 encoded_feature-13 encoded_feature-14 encoded_feature-15 encoded_feature-16 encoded_feature-17 encoded_feature-18 encoded_feature-19 encoded_feature-20 encoded_feature-21 encoded_feature-22 encoded_feature-23 encoded_feature-24 encoded_feature-25 encoded_feature-26
139 03 02349900 "                    TURKEY CREEK AT BYROMVILLE, GA" 0.07267269 0.58523196 0.7512899 0.866186 0.7330846 0.3507416 0.489664 0.20499313 0.7584418 0.57667154 0.037889943 0.17674176 0.25738588 0.7080201 0.15946613 0.8055237 0.56481546 0.7441064 0.49474877 0.59888643 0.62210506 0.89986885 0.322686 0.3674024 0.7026395 0.48500705 0.67984307
140 03 02361000 "             CHOCTAWHATCHEE RIVER NEAR NEWTON, AL." 0.05007557 0.7349792 0.849596 0.88991666 0.866461 0.6983478 0.7088049 0.097873844 0.8313722 0.28921634 0.2715162 0.25128108 0.26528803 0.6268854 0.07857334 0.709351 0.4119967 0.58479065 0.26334846 0.30337036 0.29856947 0.83770394 0.20338714 0.3413488 0.5095337 0.16781445 0.75537616
141 03 02369800 "                  BLACKWATER RIVER NEAR BRADLEY AL" 0.047695342 0.7950219 0.5789296 0.50242114 0.72090167 0.54437876 0.51341945 0.114544325 0.74527466 0.34264666 0.25858805 0.45813426 0.5106619 0.49745858 0.104358815 0.727562 0.60371834 0.6873022 0.38285577 0.45698258 0.26603287 0.7352069 0.4039988 0.32810462 0.47074437 0.1342371 0.41964492
142 03 02371500 "                      CONECUH RIVER AT BRANTLEY AL" 0.06158241 0.2471587 0.8303055 0.9226091 0.8474715 0.42320418 0.80373085 0.11391081 0.87071294 0.61174244 0.11760672 0.06757104 0.2821692 0.9050723 0.10161699 0.8835035 0.57940453 0.71168506 0.44259334 0.2824955 0.6697985 0.864509 0.1854934 0.2765118 0.6413169 0.122641355 0.6223312
143 03 02372250 "                  PATSALIGA CREEK NEAR BRANTLEY AL" 0.06708563 0.3766387 0.749154 0.8657807 0.8052216 0.4641554 0.77044135 0.12032549 0.8423713 0.53111106 0.14965624 0.13322425 0.3259658 0.8545909 0.11264633 0.8376222 0.5576057 0.6445027 0.44781938 0.30063555 0.55886936 0.81677586 0.24458097 0.31337988 0.588008 0.14298369 0.5597972
144 03 02374500 "                    MURDER CREEK NEAR EVERGREEN AL" 0.06780158 0.5968996 0.4867397 0.3757823 0.53201157 0.46489745 0.43779534 0.15229514 0.6722461 0.33313996 0.43102315 0.47997677 0.4125286 0.7823546 0.10915056 0.7106387 0.6296161 0.6378066 0.45185184 0.52089137 0.4847848 0.41710818 0.4454626 0.2359799 0.45445812 0.12240568 0.20380276
145 03 02381600 "               FAUSETT CREEK NEAR TALKING ROCK, GA" 0.17043956 0.53428155 0.41422957 0.10231447 0.27351472 0.2481879 0.059691325 0.33411393 0.6389474 0.52374744 0.66138524 0.5202467 0.37640724 0.92719656 0.19485149 0.8845547 0.77555954 0.8098019 0.68936634 0.90249187 0.7585296 0.4821217 0.85604453 0.17798267 0.5259279 0.2795915 0.112310864
146 03 02395120 "                   TWO RUN CREEK NEAR KINGSTON, GA" 0.20170105 0.43402433 0.26092985 0.11299717 0.29102048 0.15056889 0.08459487 0.3385613 0.5795224 0.63989055 0.13726805 0.3609593 0.23852067 0.94922423 0.2821212 0.92657167 0.8478072 0.8504013 0.8304922 0.90406865 0.81412375 0.47657368 0.88337624 0.2497727 0.61310273 0.7676168 0.106608324
147 03 02422500 "                        MULBERRY CREEK AT JONES AL" 0.06313969 0.7251173 0.5565081 0.5262691 0.6495102 0.47910306 0.3931791 0.19453801 0.71178705 0.39743096 0.40092993 0.49196488 0.42367452 0.72235805 0.117873445 0.6833777 0.55213857 0.5985861 0.45694464 0.5516007 0.4307346 0.65598446 0.52167344 0.35178545 0.6349951 0.36104614 0.40203533
148 03 02430085 "                  RED BUD CREEK NR MOORES MILL, MS" 0.09073212 0.34395513 0.12733921 0.1305523 0.11405193 0.15458721 0.07896521 0.25671306 0.7088474 0.43110093 0.10949331 0.5723915 0.22027843 0.9462619 0.11491735 0.9425367 0.7677178 0.8694694 0.81042665 0.8987543 0.8675454 0.31144488 0.88729215 0.23649596 0.77067727 0.6167753 0.035605665
149 03 02430615 "                         MUD CREEK NR FAIRVIEW, MS" 0.070169486 0.4786862 0.18921323 0.108132854 0.13992229 0.22264585 0.085416704 0.20691988 0.7612167 0.3215845 0.20448746 0.63439715 0.3111887 0.9208534 0.08700014 0.92077374 0.7282308 0.8268362 0.7365164 0.86860245 0.8024658 0.30488944 0.8503748 0.25200698 0.7459759 0.46321446 0.046142474
150 03 02450250 "                       SIPSEY FORK NEAR GRAYSON AL" 0.14880373 0.3682681 0.4742167 0.7955579 0.6140031 0.28854746 0.56058574 0.5216563 0.6999395 0.5305622 0.02524385 0.20114651 0.052310128 0.9139631 0.3073274 0.89779675 0.52414703 0.78641856 0.71139026 0.656075 0.69393045 0.6719324 0.55745566 0.21432367 0.56698984 0.9404657 0.25907278
151 03 02464000 "                      NORTH RIVER NEAR SAMANTHA AL" 0.18603612 0.32508063 0.36113203 0.80781174 0.50914407 0.20939633 0.36150306 0.4619072 0.6402486 0.7036913 0.016329262 0.281457 0.13406163 0.8696165 0.26719317 0.8931352 0.67529964 0.8390083 0.7229775 0.71708405 0.7466327 0.7114882 0.68843305 0.25481454 0.6473028 0.85128134 0.19935997
152 03 02465493 "                   ELLIOTTS CREEK AT MOUNDVILLE AL" 0.05654076 0.72444975 0.4343047 0.2873685 0.5112694 0.44424677 0.2915641 0.11414501 0.6283389 0.39880645 0.21127845 0.36512133 0.50235885 0.66325253 0.09234905 0.78236645 0.677714 0.6518089 0.503853 0.5996147 0.4447203 0.537241 0.539947 0.23982929 0.5107584 0.28003177 0.27916685
153 03 02469800 "                 SATILPA CREEK NEAR COFFEEVILLE AL" 0.06502737 0.52987635 0.58734167 0.86756647 0.7728349 0.35371503 0.570577 0.2046931 0.8020733 0.4289717 0.091972135 0.40975004 0.24045452 0.82579744 0.11821893 0.7162874 0.583992 0.7141312 0.5347367 0.5630616 0.5956382 0.80230767 0.39593768 0.37701818 0.71378857 0.58330727 0.44156197
154 03 02472000 "                         LEAF RIVER NR COLLINS, MS" 0.097581014 0.43687534 0.6949136 0.8566161 0.7337086 0.41722426 0.6523061 0.16772027 0.7592241 0.60969967 0.041175436 0.19295625 0.22302915 0.7694743 0.15985182 0.7787238 0.57349974 0.725463 0.5036582 0.4430493 0.5747536 0.86263406 0.31814304 0.37934688 0.6557355 0.2956938 0.66921246
155 03 02472500 "                    BOUIE CREEK NR HATTIESBURG, MS" 0.04251698 0.7372469 0.7666351 0.804425 0.8183738 0.6270326 0.6669676 0.109746486 0.8138355 0.2678416 0.18768938 0.40647468 0.32403696 0.60320544 0.07606335 0.60933375 0.505972 0.57143253 0.32031748 0.38559112 0.29920298 0.77118367 0.24789965 0.4240208 0.5792449 0.20304096 0.594779
156 03 02479155 "                       CYPRESS CREEK NR JANICE, MS" 0.049946032 0.49344534 0.37211722 0.7532143 0.48350117 0.20609567 0.33374164 0.25765064 0.75869423 0.41606823 0.04216978 0.621082 0.073707044 0.9303487 0.16407847 0.8417528 0.73292834 0.84331983 0.7398388 0.8650928 0.7557009 0.6517488 0.7190283 0.3290796 0.7176904 0.8199809 0.09167658
157 03 02479300 "                           RED CREEK AT VESTRY, MS" 0.051497135 0.5637885 0.6745958 0.8320452 0.7949303 0.6120485 0.7716958 0.1097871 0.79978204 0.33811465 0.31400958 0.32799911 0.21738172 0.680933 0.09668139 0.6443764 0.5095872 0.593438 0.36468157 0.36806837 0.35355622 0.74305373 0.28430033 0.27050468 0.49778014 0.20071246 0.44815278
158 03 02479560 "                  ESCATAWPA RIVER NEAR AGRICOLA MS" 0.041503713 0.40600386 0.80038357 0.9143341 0.8737776 0.6389363 0.866458 0.0781897 0.8863063 0.39795828 0.35377955 0.16105008 0.14178522 0.80885535 0.08378796 0.6589527 0.4840712 0.46778548 0.35534894 0.2267895 0.3398134 0.8279956 0.18380055 0.24229053 0.46420914 0.1128655 0.55595595
159 03 02481000 "                       BILOXI RIVER AT WORTHAM, MS" 0.016603218 0.41817763 0.42630345 0.9624843 0.80538523 0.24172342 0.7664898 0.24580416 0.8429098 0.4003985 0.022312852 0.46810332 0.046090182 0.8556275 0.1400234 0.8785393 0.7069487 0.8932617 0.65895414 0.776765 0.688314 0.8760635 0.30957484 0.15504338 0.59523386 0.82035476 0.15648122
160 03 02481510 "                          WOLF RIVER NR LANDON, MS" 0.034511797 0.49366927 0.5957971 0.9012692 0.7633332 0.33643278 0.66296554 0.17021282 0.80672073 0.41160274 0.09513178 0.52601403 0.16986789 0.7787057 0.12685923 0.7603261 0.6033087 0.73189914 0.5066634 0.6016099 0.51747626 0.7908566 0.31394887 0.32747412 0.63754 0.30600563 0.34669432
161 05 03010655 "                  Oswayo Creek at Shinglehouse, PA" 0.76408195 0.0821142 0.093321964 0.16541095 0.14396629 0.047859423 0.05785493 0.49029002 0.45184135 0.97021276 0.019060463 0.09505139 0.057626676 0.98855793 0.7080412 0.9817981 0.88958496 0.97054493 0.8948496 0.95981723 0.96619153 0.2254337 0.9422223 0.08062367 0.52092594 0.7859733 0.07919151
162 05 03011800 "                      Kinzua Creek near Guffey, PA" 0.7072492 0.06696643 0.09105216 0.10028751 0.08644507 0.074323915 0.07869846 0.47135082 0.5012772 0.92970073 0.02148786 0.13266392 0.04054597 0.9790117 0.67137384 0.96011144 0.8474382 0.937141 0.82937336 0.9535422 0.9445351 0.1884393 0.9533716 0.091997445 0.45583096 0.76493627 0.043120332
163 05 03015500 "              Brokenstraw Creek at Youngsville, PA" 0.72981006 0.067734726 0.1503198 0.36451986 0.21868943 0.07543068 0.16795842 0.5016694 0.39573318 0.94227034 0.007428204 0.09678551 0.04373874 0.96566206 0.724739 0.9623814 0.86120385 0.9542985 0.73906285 0.93893474 0.9246078 0.40239963 0.88788754 0.14341103 0.41926363 0.78797644 0.14832658
164 05 03021350 "                   French Creek near Wattsburg, PA" 0.71401685 0.105084464 0.17058063 0.34623876 0.17302194 0.05349278 0.0839556 0.7074109 0.4959266 0.9455205 0.00251394 0.20292254 0.012334978 0.9726403 0.6485546 0.9718792 0.87800646 0.9805226 0.81998116 0.9635824 0.9359058 0.5081032 0.9162759 0.14067823 0.46630692 0.97540444 0.10149187
165 05 03026500 "                   Sevenmile Run near Rasselas, PA" 0.7711053 0.049863577 0.04924908 0.08755797 0.05948066 0.048101757 0.053098816 0.46127436 0.4710895 0.9601324 0.006694839 0.1263658 0.028429322 0.98068935 0.75761807 0.97943795 0.9004956 0.9657955 0.8964302 0.9714087 0.95908135 0.19749846 0.96959394 0.06898845 0.44493538 0.83995444 0.032196283
166 05 03028000 "           West Branch Clarion River at Wilcox, PA" 0.7561537 0.036830228 0.06037085 0.10113647 0.08539246 0.04614661 0.06264431 0.4762336 0.49293214 0.9625404 0.015686374 0.102783695 0.030450907 0.98650926 0.75933343 0.9737627 0.8904605 0.9618141 0.8507936 0.97116077 0.9597203 0.18998358 0.96384585 0.07418239 0.40447766 0.75646234 0.039718114
167 05 03049000 "                   Buffalo Creek near Freeport, PA" 0.5121894 0.10752832 0.12307256 0.20771655 0.16623832 0.113504045 0.088111036 0.5605022 0.48912624 0.9037366 0.025332734 0.122033626 0.05125873 0.9643169 0.63164544 0.9569591 0.87242293 0.9334438 0.8348295 0.9344707 0.93443114 0.37977964 0.9147452 0.108709246 0.4491494 0.8147029 0.090266705
168 05 03049800 "                   Little Pine Creek near Etna, PA" 0.4066986 0.16641828 0.15396793 0.17332968 0.1890143 0.092577636 0.0810678 0.6930594 0.62802136 0.8473781 0.012873439 0.22071502 0.08309817 0.9627836 0.42005697 0.97398424 0.89776844 0.9374927 0.8844781 0.9433432 0.9573832 0.45333642 0.90961957 0.102938294 0.5916913 0.9423871 0.074081294
169 05 03069500 "                      CHEAT RIVER NEAR PARSONS, WV" 0.54480916 0.052644074 0.11270963 0.17616017 0.11460264 0.08169189 0.09496255 0.76247734 0.36669344 0.9542836 0.011261857 0.10597539 0.011598144 0.9896488 0.8157057 0.9544719 0.8551534 0.9631547 0.7522118 0.96287596 0.9181478 0.24268615 0.94229066 0.16446266 0.345462 0.91900975 0.032340653
170 05 03070500 "                  BIG SANDY CREEK AT ROCKVILLE, WV" 0.60999525 0.051292937 0.09891534 0.19465731 0.19226484 0.07706586 0.061600406 0.7647061 0.4190906 0.9593819 0.015525914 0.14677007 0.024354165 0.9905476 0.7730898 0.95861983 0.9010809 0.9720195 0.7360881 0.9707409 0.9434664 0.28669906 0.944873 0.16877484 0.3943544 0.9010384 0.053946532
171 05 03076600 "                    BEAR CREEK AT FRIENDSVILLE, MD" 0.76979476 0.052684095 0.09288377 0.14742714 0.13820986 0.04795434 0.0426407 0.60842603 0.39276308 0.9687094 0.011134223 0.1261606 0.030850267 0.9921749 0.71921754 0.97504866 0.9381356 0.974796 0.84983695 0.97361594 0.9587934 0.18361285 0.96036094 0.13571255 0.46220165 0.7679359 0.050420918
172 05 03078000 "                CASSELMAN RIVER AT GRANTSVILLE, MD" 0.7527524 0.033788823 0.06721809 0.092405014 0.09005991 0.044449907 0.030061854 0.6441576 0.49269792 0.97147995 0.008805788 0.15179503 0.017800888 0.99542844 0.7134745 0.9729476 0.94718075 0.9753406 0.8570556 0.9792388 0.9605907 0.17088209 0.9755764 0.14714564 0.40792215 0.81837994 0.02854222
173 05 03140000 "                      Mill Creek near Coshocton OH" 0.25484505 0.12528694 0.123534426 0.119870245 0.119656175 0.06058617 0.030168109 0.6918756 0.56567687 0.89104 0.019304521 0.14075436 0.07973064 0.9776505 0.5071799 0.98923385 0.8995296 0.978017 0.950391 0.9736902 0.9688793 0.61627495 0.9230924 0.1579599 0.7671053 0.9112369 0.04510494
174 05 03144000 "              Wakatomika Creek near Frazeysburg OH" 0.3956057 0.122716635 0.14347963 0.2334974 0.17265087 0.085426986 0.055621468 0.70475644 0.5600301 0.8967111 0.017226722 0.15487057 0.06832172 0.96330816 0.50837034 0.9834362 0.8773638 0.96008587 0.9231549 0.96152836 0.9547014 0.6608304 0.8940475 0.11447381 0.62441504 0.89404994 0.06288519
175 05 03164000 "                          NEW RIVER NEAR GALAX, VA" 0.1880379 0.43778092 0.39609668 0.28665614 0.34915686 0.32613167 0.2849015 0.26462626 0.4752957 0.5734924 0.30529633 0.2682205 0.37017485 0.8573038 0.25923395 0.7589846 0.71399695 0.7166292 0.56971264 0.70277286 0.64496577 0.35755312 0.66264904 0.2563267 0.43616596 0.30544022 0.19798225
176 05 03165000 "                       CHESTNUT CREEK AT GALAX, VA" 0.08782634 0.5295181 0.24035545 0.10425771 0.13955577 0.2306581 0.0925976 0.3014377 0.55348736 0.46768054 0.48722956 0.45120606 0.35623127 0.88803965 0.16962725 0.8659622 0.8627612 0.84885085 0.7422506 0.823091 0.76897514 0.29448116 0.82839125 0.1493725 0.59351367 0.44636387 0.057339218
177 05 03170000 "                   LITTLE RIVER AT GRAYSONTOWN, VA" 0.18415658 0.5259117 0.33566564 0.15755333 0.23223825 0.21597274 0.10104255 0.30693275 0.44898665 0.588673 0.37686574 0.37738156 0.43633297 0.91759986 0.22797908 0.8922554 0.869037 0.84193724 0.74333125 0.85246557 0.7673575 0.34821245 0.7873514 0.2840554 0.56683505 0.4103053 0.12200185
178 05 03173000 "                          WALKER CREEK AT BANE, VA" 0.5065647 0.13357294 0.13398355 0.22817855 0.16721846 0.06951131 0.052191336 0.6236756 0.37428063 0.9358083 0.028071024 0.15910916 0.106217474 0.9889854 0.580175 0.9688458 0.93974096 0.95222783 0.92180663 0.9448648 0.94329613 0.2675099 0.9129442 0.27356738 0.4666884 0.79004073 0.05930206
179 05 03180500 "                    GREENBRIER RIVER AT DURBIN, WV" 0.7036717 0.077896275 0.096354544 0.11271369 0.09397697 0.03916937 0.047176827 0.7435367 0.27168626 0.97861505 0.0061560576 0.08000585 0.016574062 0.99654216 0.8622074 0.9835355 0.91529137 0.9734134 0.89790297 0.97899216 0.95212275 0.15811278 0.9579365 0.16710594 0.3905542 0.92521113 0.03625972
180 05 03182500 "                   GREENBRIER RIVER AT BUCKEYE, WV" 0.6656332 0.103456885 0.10698225 0.12537085 0.11600398 0.051530577 0.041803267 0.76617897 0.25048798 0.97209984 0.00477009 0.099754706 0.022832163 0.9946585 0.8309234 0.98112303 0.9390891 0.97372276 0.92899734 0.9769934 0.9416812 0.20995158 0.95235234 0.21326874 0.43532482 0.9388509 0.049659837
181 05 03186500 "                        WILLIAMS RIVER AT DYER, WV" 0.6104179 0.042496413 0.11095121 0.13124868 0.09010187 0.07898182 0.063481994 0.823899 0.3906105 0.9422407 0.006176785 0.1263611 0.003618352 0.9904716 0.80794066 0.9384721 0.88040954 0.95731676 0.8469798 0.97354025 0.9275866 0.23498334 0.954471 0.16049355 0.30818155 0.9708163 0.022788476
182 05 03213700 "                        TUG FORK AT WILLIAMSON, WV" 0.55381197 0.27165356 0.39545643 0.49053112 0.28533155 0.16831104 0.17365803 0.5827202 0.46868664 0.7784733 0.06496024 0.193449 0.06484346 0.96143985 0.51002824 0.92012674 0.80597043 0.85551214 0.8237453 0.8728732 0.8609334 0.4216606 0.7987029 0.22579825 0.3743546 0.65316725 0.15907249
183 05 03237280 "                      Upper Twin Creek at McGaw OH" 0.38980237 0.10626098 0.17499277 0.30309105 0.17170058 0.07328144 0.051815987 0.75526816 0.5686514 0.80761987 0.008479027 0.4040837 0.02862205 0.98186237 0.41245303 0.9864899 0.89917415 0.9727385 0.9431863 0.965033 0.9661332 0.5666845 0.8959883 0.1420042 0.80532205 0.929767 0.07183748
184 05 03237500 "               Ohio Brush Creek near West Union OH" 0.28709546 0.15372251 0.19776893 0.28484708 0.16579013 0.0926966 0.051432956 0.811782 0.4059793 0.84312713 0.004800342 0.21909094 0.030500043 0.96583176 0.57742304 0.98672485 0.8625956 0.9723493 0.939978 0.97233814 0.9607632 0.6094741 0.9020974 0.086046696 0.72732204 0.9706627 0.060966812
185 05 03238500 "                White Oak Creek near Georgetown OH" 0.19302538 0.17651148 0.15999323 0.30426624 0.14613524 0.09853938 0.0531524 0.91272837 0.5193697 0.85671943 0.0034550137 0.34558836 0.010101833 0.98413473 0.5892643 0.991342 0.8537605 0.9869222 0.9446401 0.9812026 0.96132946 0.6020365 0.9426382 0.058714256 0.6096373 0.99463 0.023841454
186 05 03241500 "                   Massies Creek at Wilberforce OH" 0.34962398 0.18257259 0.28552097 0.534661 0.350564 0.19420703 0.20723686 0.5520165 0.49790832 0.78674376 0.025015173 0.14198412 0.05885189 0.895188 0.5170908 0.94409275 0.8128434 0.8947711 0.8686332 0.849097 0.89406294 0.686928 0.7139951 0.12793162 0.51520747 0.84390414 0.20941168
187 05 03280700 "                       CUTSHIN CREEK AT WOOTON, KY" 0.42266843 0.33590037 0.33570996 0.3337561 0.2290386 0.19116506 0.10819581 0.77599484 0.47356412 0.6325992 0.025579691 0.33926094 0.03381663 0.96355647 0.5180734 0.94442993 0.7554815 0.8984181 0.8758197 0.9298142 0.9057006 0.5149501 0.8338341 0.13272576 0.4305873 0.9515938 0.108104415
188 05 03281500 "       SOUTH FORK KENTUCKY RIVER AT BOONEVILLE, KY" 0.3509377 0.25314546 0.53898346 0.81190544 0.5605547 0.34228638 0.55207694 0.592839 0.5388765 0.71115345 0.015430288 0.12500422 0.059613124 0.9107742 0.5200239 0.9182406 0.6136639 0.8124999 0.6706049 0.69093287 0.77085066 0.618467 0.514105 0.20166199 0.46084806 0.8823076 0.41512653
189 05 03285000 "                       DIX RIVER NEAR DANVILLE, KY" 0.18542536 0.25640652 0.32856655 0.7524326 0.3454507 0.24660417 0.3203603 0.7478523 0.4860529 0.7817428 0.008388446 0.1480564 0.027717205 0.929878 0.6411354 0.96630526 0.6280685 0.9213995 0.71127355 0.8989901 0.83976775 0.69009316 0.7803526 0.113590725 0.40748945 0.9690861 0.10376969
190 05 03291780 "              INDIAN-KENTUCK CREEK NR CANAAN, IND." 0.14079715 0.13728814 0.08392077 0.19939072 0.054855183 0.06215797 0.042438112 0.9094956 0.42472658 0.920393 0.003828075 0.2512404 0.010356563 0.9854806 0.7592384 0.9910473 0.86324704 0.99172336 0.9604005 0.9779519 0.9319273 0.6657972 0.976886 0.076948404 0.5593179 0.99281305 0.008222703
191 05 03340800 "              BIG RACCOON CREEK NEAR FINCASTLE IND" 0.31188112 0.18695752 0.4687591 0.76547927 0.6139763 0.21988542 0.45813882 0.54599506 0.52994585 0.75848466 0.013085248 0.08428069 0.027042523 0.87288 0.48562643 0.94486415 0.81680894 0.8783734 0.8597785 0.68854666 0.7939437 0.7970223 0.592924 0.100615874 0.57209253 0.88576686 0.3461203
192 05 03346000 "         NORTH FORK EMBARRAS RIVER NEAR OBLONG, IL" 0.2289726 0.23926856 0.7336413 0.9419228 0.8222993 0.3484736 0.79818755 0.53631735 0.63211113 0.7534245 0.005385188 0.07016577 0.03584706 0.7708107 0.40753075 0.92469305 0.72355455 0.8371257 0.72052747 0.44120845 0.5425729 0.8842387 0.32115746 0.18360841 0.5869864 0.88321424 0.6210998
193 05 03357350 "                  PLUM CREEK NEAR BAINBRIDGE, IND." 0.16624433 0.07397099 0.2722498 0.60001206 0.3369962 0.07886855 0.18293054 0.7541376 0.605202 0.85991013 0.0010551377 0.09577478 0.0045449403 0.9708565 0.51734567 0.99290586 0.90805054 0.98117495 0.9584538 0.9335153 0.95521015 0.862601 0.83698547 0.05169084 0.6978607 0.9828418 0.12064859
194 05 03364500 "                    CLIFTY CREEK AT HARTSVILLE, IN" 0.2567163 0.20403157 0.20935185 0.39738235 0.21231148 0.14406286 0.16127934 0.6323417 0.4419195 0.7794874 0.008008145 0.13678373 0.048211824 0.8838019 0.5050362 0.97449785 0.79717416 0.928769 0.91700864 0.87679857 0.91978735 0.7322839 0.8353892 0.1141412 0.6907911 0.9109226 0.12633097
195 05 03366500 "                 MUSCATATUCK RIVER NEAR DEPUTY, IN" 0.1812975 0.23279104 0.2733246 0.5033192 0.2324772 0.08464058 0.13904372 0.7442592 0.32828715 0.8977836 0.0017082699 0.12688604 0.03131085 0.95764333 0.6695926 0.9865319 0.7767949 0.9709762 0.9007935 0.9392691 0.89481443 0.8360933 0.85479623 0.1143346 0.63607925 0.95481086 0.13298544
196 05 03368000 "                     BRUSH CREEK NEAR NEBRASKA, IN" 0.032898616 0.11553291 0.17490803 0.17299958 0.088027984 0.028928999 0.025059538 0.899003 0.75387156 0.9121837 0.0055378377 0.4664612 0.019199712 0.99518365 0.64552104 0.99693525 0.9121246 0.99571157 0.959001 0.98862326 0.96057224 0.84470063 0.9697704 0.15433353 0.8579057 0.984929 0.00867159
197 05 03384450 "                     LUSK CREEK NEAR EDDYVILLE, IL" 0.053904794 0.1879815 0.16984296 0.17095813 0.10982055 0.03585001 0.02807782 0.7957747 0.638459 0.92615896 0.013396258 0.40751183 0.036669575 0.9907708 0.6309011 0.9877294 0.89665306 0.99374914 0.94128525 0.985836 0.9376348 0.6867981 0.9564577 0.19952005 0.9055047 0.9512357 0.040287934
198 06 03439000 "                  FRENCH BROAD RIVER AT ROSMAN, NC" 0.0530041 0.31324512 0.25541297 0.08323653 0.103642486 0.18710694 0.12245628 0.17690241 0.8025944 0.49896142 0.78959197 0.22956711 0.15298441 0.96063966 0.10521572 0.9089 0.74985725 0.7700355 0.6273422 0.854506 0.817309 0.24293892 0.8784286 0.06626548 0.46293467 0.11801513 0.034259025
199 06 03455500 "    W F PIGEON R ABOVE LAKE LOGAN NR HAZELWOOD, NC" 0.079944775 0.21854311 0.15845875 0.045336086 0.04810676 0.09401032 0.041343953 0.3309423 0.7419709 0.67987466 0.35140675 0.1603687 0.07461726 0.9787193 0.18287146 0.96000606 0.8480849 0.8654875 0.808113 0.93424475 0.90661925 0.22007145 0.95240164 0.09973438 0.48834968 0.6284111 0.010448438
200 06 03456500 "            EAST FORK PIGEON RIVER NEAR CANTON, NC" 0.10913706 0.26655096 0.2447647 0.099892996 0.15163314 0.14500031 0.095381305 0.17175682 0.7624552 0.6273943 0.32950234 0.10205047 0.24850887 0.96324146 0.13136624 0.93883574 0.8562731 0.773465 0.7225383 0.8608297 0.8687706 0.31527358 0.87226427 0.12012664 0.37531045 0.55874467 0.070930935
201 06 03460000 "            CATALOOCHEE CREEK NEAR CATALOOCHEE, NC" 0.20979945 0.33712733 0.32959807 0.14632016 0.20882864 0.21564475 0.15109515 0.25870642 0.6440664 0.59643775 0.32980764 0.22099745 0.25347638 0.95148075 0.26760852 0.88050175 0.7163348 0.766934 0.6163814 0.87352645 0.77163565 0.32010847 0.82394093 0.2528995 0.39351493 0.255972 0.086224765
202 06 03463300 "                     SOUTH TOE RIVER NEAR CELO, NC" 0.05036619 0.09081802 0.08041412 0.033196997 0.04525305 0.062241245 0.02160762 0.34523857 0.72734183 0.8548249 0.10699027 0.094564386 0.059775237 0.98864615 0.19852972 0.9773935 0.96920985 0.9656772 0.90488464 0.9516948 0.94836587 0.21333078 0.9776298 0.02845178 0.2548469 0.933396 0.012883768
203 06 03471500 "   S F HOLSTON RIVER AT RIVERSIDE NR CHILHOWIE, VA" 0.45530987 0.27229685 0.25384212 0.2403776 0.23035397 0.12450518 0.13149716 0.46713904 0.41952327 0.8087449 0.08918916 0.17846505 0.14536633 0.97046506 0.49520814 0.9113795 0.8219616 0.875011 0.7930049 0.8969482 0.8672834 0.27263743 0.8347386 0.2871954 0.39623556 0.61482435 0.10442244
204 06 03473000 "               S F HOLSTON RIVER NEAR DAMASCUS, VA" 0.42594692 0.30664238 0.33332816 0.31676307 0.27489585 0.1782075 0.1803776 0.4853881 0.44970903 0.745397 0.13312198 0.21062629 0.15024456 0.944126 0.515054 0.86875373 0.764493 0.8278401 0.71427065 0.86886066 0.8231111 0.30898365 0.80604357 0.3172002 0.37137604 0.55239964 0.13571891
205 06 03479000 "                WATAUGA RIVER NEAR SUGAR GROVE, NC" 0.16670017 0.26095602 0.18201138 0.08517734 0.14458154 0.091440715 0.045793727 0.37868187 0.54630554 0.84080684 0.086327046 0.16605562 0.22627036 0.97342324 0.2786179 0.9556866 0.9267341 0.9240202 0.8877056 0.92331725 0.8946935 0.28335288 0.9391454 0.18067846 0.52924806 0.7908156 0.05580244
206 06 03488000 "              N F HOLSTON RIVER NEAR SALTVILLE, VA" 0.4928019 0.18016061 0.18488346 0.3049408 0.17907292 0.119523086 0.11538752 0.67270166 0.38437232 0.8744268 0.033349335 0.18976338 0.06158164 0.9775978 0.6450643 0.93510073 0.81399447 0.9113136 0.8458825 0.9228296 0.9061157 0.28981835 0.8708739 0.25608855 0.3687971 0.84260744 0.081398934
207 06 03498500 "                   LITTLE RIVER NEAR MARYVILLE, TN" 0.37152067 0.36593318 0.3324079 0.2645124 0.22145389 0.2051264 0.17533267 0.4642181 0.5115292 0.6149101 0.13853213 0.22724916 0.114780314 0.9424879 0.49826226 0.8801298 0.72158384 0.7458853 0.6975049 0.8893514 0.7786169 0.3584177 0.8615428 0.3265377 0.32429072 0.7072808 0.110509254
208 06 03500000 "          LITTLE TENNESSEE RIVER NEAR PRENTISS, NC" 0.07366047 0.3532568 0.31470585 0.11931566 0.17452526 0.24089777 0.15107158 0.14133105 0.7707313 0.4908158 0.7233527 0.24361807 0.2740669 0.9490684 0.1247112 0.8895578 0.7289606 0.6637804 0.5625399 0.8261781 0.77921295 0.28259897 0.80689174 0.10357607 0.36994427 0.10490939 0.06304885
